id,price
49471,2114
1246,2945
39822,1097
36628,478
39483,1079
15731,6291
41819,1250
15035,605
22261,10314
25782,14752
16671,6664
31166,755
12949,5387
20628,8924
10810,4864
31743,772
11645,5053
38461,1030
52431,2513
36213,932
1975,3091
46582,1786
4740,3679
29064,687
5205,3780
37452,984
26612,16363
22977,11025
4879,3715
41026,1187
39363,1073
44620,1608
10453,4788
24784,13156
45435,1671
12496,5257
5055,573
34852,878
27996,658
40728,1161
12474,5251
12691,599
1175,2929
8145,4355
28238,666
2758,3250
23357,422
8247,4375
46800,1806
36501,945
10317,4764
2807,3264
20248,8679
14606,5893
22572,10623
35893,918
24026,12196
40009,1107
20267,8690
36786,956
2893,3282
41066,1191
9167,4542
14343,5807
23742,11792
39821,1097
46700,1792
27538,18295
40443,1138
26995,17095
50180,2222
8899,4490
20347,8743
19018,7834
26300,15801
35033,882
36569,945
50521,2273
5246,3789
8440,4410
39031,1056
34345,862
21393,9511
18027,7292
26146,15451
28846,683
14598,5889
51088,2335
7258,4198
6537,4071
50030,2197
51546,2387
28160,665
53814,2734
28041,659
2463,3191
12956,5387
24864,13280
32412,791
18692,619
38129,1013
32377,790
48904,2041
22552,10589
23146,11163
34187,854
34083,852
18500,7535
1655,3023
9841,4675
9069,4518
27711,648
50821,2308
39946,492
5567,3860
7964,4322
34032,850
11749,5077
37467,984
34726,875
7722,580
23352,422
25384,14071
52541,2531
9584,4628
5187,3774
1372,2966
18905,7758
13802,5624
31687,769
27391,17949
41843,1254
34963,471
21365,626
41461,1230
10388,593
45130,1653
8939,4497
30786,742
36614,477
53073,2610
44123,1559
28009,658
16962,6774
19573,8203
2672,3238
50766,2300
10127,4719
26964,17041
8321,4390
15199,6105
24780,13152
2885,3281
1901,3079
50171,2219
25812,14819
21759,9827
11475,5013
6689,4102
28175,665
25695,644
38728,1043
24418,12670
48178,1944
2630,3228
10424,4783
34740,876
51949,2441
27275,17724
33035,814
31447,765
7481,4238
23858,11948
36662,949
4465,3622
18775,7677
46397,1765
34847,878
13752,5606
14774,5946
17680,7127
14526,5864
12102,5165
29973,715
3265,3360
26009,15239
11578,5040
17346,6962
32420,791
3227,3352
33877,844
19685,624
35280,472
22034,628
23881,11975
48821,2028
25751,14692
49440,2109
2965,3297
14341,5806
53233,2642
21987,10053
13933,5669
12469,5250
50976,544
53379,2661
43511,1423
19486,8120
18276,7423
40668,1155
11026,4917
12847,5356
28086,662
24620,12948
5866,3923
50268,2238
30934,449
17567,7074
26741,16530
2969,3298
36079,925
49915,2184
46036,1728
26446,15987
25501,14294
37964,1007
39212,1066
13920,5665
13252,5476
12758,5322
2668,3238
19718,8291
30976,746
15394,6167
17377,612
12163,5179
37880,1005
13249,5476
644,2843
53654,2706
42836,1356
27745,18803
53492,2683
6181,3993
32825,805
13822,5632
16213,6480
29325,698
40652,1154
12737,5315
38100,1013
28337,666
52585,2539
17461,7002
9877,4681
41382,1221
25636,14519
21056,625
53743,2723
3222,3351
33473,828
21945,10018
5732,3890
4788,3696
8385,583
16247,6499
25902,15032
29235,696
41121,1196
36383,941
3025,3309
23878,11971
51774,2410
48970,537
9769,4662
30596,734
35876,918
15838,6335
17037,6805
24304,12551
33051,814
39156,1063
36856,958
50889,2317
34680,873
34495,867
21407,9521
26334,15841
52327,2496
13909,5662
53566,2695
32073,781
43572,1431
53592,2699
53444,2674
49582,2134
31861,776
4265,3581
45806,1710
30964,746
45535,1687
9937,4693
28532,675
212,2780
3928,3498
80,554
16100,6437
45868,1716
22493,10528
4162,3550
51121,2339
22581,10633
7133,4174
34702,874
14951,6021
20548,8868
5954,3949
43137,1388
43520,1424
1792,3052
14804,5958
39027,1056
32166,787
27229,17595
14991,6039
22808,10833
53515,2686
48665,2001
23281,11303
2954,3295
48286,1956
18925,7774
49736,2154
13712,603
37793,1000
46518,1781
24267,12493
17649,7109
17515,7044
37200,974
8449,4412
51394,2368
52208,2481
37187,973
45326,524
19890,8442
7474,4234
7801,4291
49361,2098
50540,2275
27483,18168
46927,1815
33943,464
9851,4677
7499,4240
38408,1024
48572,1993
43443,1415
38139,1013
11511,5021
46894,1814
2493,3196
9785,4666
8322,4391
21453,9552
2191,3138
42999,1368
3335,3377
39668,1087
43265,506
44302,1578
36812,956
22109,10137
30323,726
7821,4295
4028,3525
51472,2377
27477,18149
40827,1171
25438,14192
14829,5973
51353,2364
30053,719
11347,4989
35558,906
33415,828
22078,10098
38996,1054
52191,2479
5275,3797
21131,9292
50233,2232
41613,504
42917,1363
28266,360
12868,5363
26060,15272
42671,1334
26938,16988
5748,3894
38355,1021
22395,10419
49946,2188
41108,1195
51130,2340
4506,3632
17258,6908
37737,997
19319,8030
8528,4427
8647,4452
33316,827
48124,1939
26031,645
26373,15851
24468,12737
36288,477
14540,5871
42592,1331
15837,6335
32822,805
50684,2288
10675,4840
53660,2707
26257,15714
14881,5993
49100,2064
18182,7371
842,2868
9183,4544
36369,940
47382,1847
28217,666
50823,2308
24032,633
17880,7216
10044,418
27322,17849
40283,495
10445,4788
16295,6518
31735,772
4475,3624
36043,923
39175,1063
4759,3689
30731,739
14074,5710
12422,5239
29690,707
5501,3845
51025,2328
24521,12809
38694,1041
4060,571
7780,4284
51869,2427
31716,771
22648,10694
22376,628
42644,1332
52211,2482
10820,4868
37254,977
12757,5322
36612,477
40007,1107
50385,2251
17571,7075
32592,802
34745,876
13726,603
6268,4013
46692,1791
34719,874
45481,1678
28823,683
35448,900
23454,11447
24909,13348
23503,11511
45060,1641
51450,2376
32119,784
4573,3648
44667,523
50939,2320
41768,1246
10268,4751
25719,14634
50395,2254
49054,2057
9266,4562
10465,4790
18342,7464
20755,8996
50375,2250
51172,2346
19676,8283
12512,5260
43805,1443
44844,1625
4772,3691
18576,7577
22603,10656
13477,5534
13620,5572
19461,8107
40889,1176
7672,4273
18247,7412
48061,1928
6778,4113
26353,645
23307,11345
5090,3754
15539,6225
47187,1837
25819,14838
44625,1608
43257,1400
48369,1963
40105,1114
49538,2125
43518,1424
9561,4622
32010,777
914,2879
31142,755
25292,13945
48329,536
51424,2372
25680,642
8586,4438
29349,698
37263,480
42906,1362
381,2810
25891,15014
462,2818
10674,4840
1842,3062
44285,1577
18737,7655
46127,1744
10153,4725
18483,7526
5977,3951
11761,5080
42277,505
30165,720
1793,3052
39087,1060
12927,5379
268,2792
28493,673
46924,1815
17724,614
22801,10824
38542,1033
47782,1896
25011,13543
36550,945
10562,4816
37896,1007
32838,807
45185,1656
39249,1068
31931,776
32978,811
20241,8672
51499,2382
16147,6453
18352,7466
48007,1919
11438,5005
32136,786
4119,3539
7743,4278
24758,13112
5428,3825
1005,2898
48760,2016
8786,4469
43592,507
18124,7338
18121,7336
14514,5863
52880,2583
729,556
24385,638
25410,14130
18746,7661
3184,3342
40353,1129
9632,4637
3131,3327
46316,526
1039,2906
13363,419
3661,3443
53402,2667
45043,1639
12144,5174
25580,14424
26991,17081
39723,1090
42375,1304
44125,1559
16451,6569
50441,2263
48678,2005
50405,2256
46010,1726
11615,5049
53163,2628
34696,873
5734,3891
53786,2728
31518,765
6925,4138
2757,3250
19939,8487
7638,4267
35600,907
36057,924
47387,1847
50932,2319
31178,756
28171,665
1169,2927
429,2814
52613,2546
4304,3592
32509,798
13370,419
34977,472
44031,1547
543,2829
18424,7492
39448,1077
23336,11382
410,555
40887,1176
45472,1676
28002,658
23335,11380
16274,6509
6193,3997
30814,743
812,2863
19140,7903
32519,798
41097,1193
20964,9176
29668,706
45566,1689
12395,5232
2679,3240
38336,1020
20237,8669
28585,675
21992,10061
18861,7731
6954,4144
32478,795
51391,2368
43587,1432
46972,529
39918,1105
25042,641
3698,3449
46465,1775
430,2814
26781,16626
33036,814
18607,7589
26834,16733
12354,5231
34827,878
39732,1092
4040,3528
42341,1298
13609,5569
15399,6169
33229,822
20759,8998
53807,2732
20788,9028
50853,2312
36916,961
46637,526
32790,804
42689,1337
12184,5184
33792,842
27508,18232
50617,400
10151,4725
24465,12734
51380,2367
38853,1050
40621,1153
27988,658
45340,1662
29628,441
42972,1367
17979,7273
14811,5964
21018,9231
21003,9218
35715,911
21490,9586
28608,675
50781,2302
49640,540
19662,8271
50359,2246
32390,791
17937,7245
52333,2496
15868,6347
35048,884
8466,4414
9367,589
15423,6176
33445,828
22085,10106
41495,1233
43244,1400
32641,802
38848,1050
30919,745
53745,2723
3419,568
32952,460
890,2874
9062,4516
41997,1264
44611,1607
30507,732
24339,12606
10853,4873
30470,732
40895,1177
23521,11526
47199,1838
43350,1407
5169,3772
23791,11851
10713,593
52618,2548
18397,7477
225,2782
51053,2331
46707,1792
5228,3786
1812,3055
9263,4561
14411,5820
18948,7792
24414,12655
35722,911
16540,6607
30182,722
46192,1749
17278,6918
7706,4277
11841,5099
17054,612
25448,14199
39296,491
53714,2719
3861,3478
6978,4152
41335,1215
41050,1188
26587,16304
2899,3282
51874,2428
6129,3984
33647,834
36247,935
48512,1984
46660,1787
39416,1076
25809,14813
9532,4617
39308,1069
16409,6552
8741,4463
24735,13078
21816,9891
18521,7550
10276,4753
35708,911
26486,16080
21634,9728
16344,6537
19772,8342
20376,625
33250,825
20768,9007
25065,13587
30643,735
17395,612
38936,1053
16790,6691
24712,640
23584,11601
35207,891
15806,6324
45884,1719
22681,629
21429,9537
35107,886
28662,677
27806,650
18623,7598
12147,5174
41502,1234
25548,14375
47952,1917
34667,872
48636,537
5195,3777
31254,758
36119,927
28560,675
1477,2985
28638,434
39981,1107
21211,9354
3541,3411
42129,1279
53728,2721
22518,10556
37286,485
5754,3896
6527,4068
33013,814
50329,2241
40743,1163
34115,853
53757,2724
5369,3818
23347,422
19397,8061
2608,3220
16176,6467
2549,3207
46347,1758
44520,1601
42360,1303
33778,842
33366,827
32570,800
40069,1113
22832,10866
26435,15970
6311,4025
45495,1679
42196,1287
4800,3697
27550,18325
37649,991
6322,4028
19789,8359
24867,13286
27600,18458
10146,4724
16730,611
24840,13242
24381,638
24921,13369
18709,620
8613,4443
47176,1836
34135,854
20489,8823
51678,2398
21454,9552
3245,3355
38237,1018
50007,2195
33133,816
48058,1928
17819,7182
53873,2745
26384,15877
14200,5759
27737,18784
52706,2553
50700,2290
23603,11631
31744,772
35697,911
3804,3465
7040,4162
52778,2565
15998,6401
21250,9403
29096,689
18471,7520
14313,5798
9253,4560
7134,4174
7360,4218
43991,394
34894,880
23529,11533
18844,7725
17965,7260
22877,10919
5373,574
52704,2553
18490,7528
44994,523
32887,810
16904,6749
23725,633
39926,1105
51839,2422
4614,3662
32962,461
25162,13736
42269,1294
40972,1180
2515,3201
176,2775
34590,469
5707,575
33363,827
28254,666
20063,625
49562,2131
40343,1129
53195,2633
46553,1781
13695,5600
31122,754
41195,1203
23883,11975
36872,958
32587,802
37070,969
7324,4209
25949,15119
16397,6546
12678,5306
31227,756
3840,3473
49524,2123
40,403
32249,789
47469,1859
34942,378
31464,765
19127,7893
33670,836
22917,10959
29274,698
40208,1122
12551,5273
24799,13182
31015,749
49237,2084
20251,8681
8035,4334
46666,1788
1165,2926
18809,7697
13956,5678
199,2777
48461,1976
5563,3858
5333,3810
37597,485
19227,7965
14896,5998
31019,749
6526,4068
44114,1558
4092,3534
34655,872
40484,1141
10406,593
22148,10184
6059,576
21998,10065
780,2860
50316,2239
38558,1035
25375,642
36563,945
454,2817
32639,459
31111,754
21425,9533
19107,7876
6896,4134
25066,13587
38588,1036
33608,462
52473,2518
476,2819
4384,571
37558,988
43986,394
45213,1656
19785,8355
23588,11605
40233,1123
51995,2443
44076,1552
10592,4823
32078,781
49728,2153
36922,961
48431,1974
37630,990
34748,876
34585,872
10689,4844
48815,2027
11762,5080
11024,4916
18479,7526
45018,1637
1164,2926
38988,1053
9501,4611
34278,468
25627,14502
14187,5757
1180,2930
47702,1884
21860,9921
18331,7458
35005,882
40554,1151
6049,576
22070,10093
8450,4413
2960,3296
31715,771
30167,721
51366,2365
4305,3593
11265,4969
44226,1572
27661,18640
40052,1112
36605,477
15666,6283
46291,526
51613,2395
23738,11782
18246,7412
31853,776
14261,5775
22305,10349
1118,2917
27456,18113
48576,1993
30603,447
17681,7128
26444,15984
52964,552
35961,476
39303,1069
43080,1378
13511,5543
32432,792
6926,4138
39088,1061
23018,630
41783,1247
41707,1242
31857,776
27589,18431
17780,7162
13066,5412
48027,1922
29413,700
9826,4672
39274,490
39858,1100
51428,2373
3426,3384
26070,15291
21813,9886
385,2811
35023,882
32569,800
5854,3920
30827,743
48414,1970
39165,1063
31309,758
32505,798
8404,4401
36720,954
33698,838
53523,2689
10758,4853
6478,4056
10121,4719
20024,421
42166,1286
7687,4275
11380,596
50303,544
38970,1053
29830,710
51892,2430
34873,878
29093,689
21916,9992
46118,1743
42957,506
31061,752
11056,596
22167,10210
39377,1074
40246,1124
16886,6738
8238,4373
15230,6115
8564,4435
25220,13820
42081,1273
46589,1786
4229,3572
20814,9041
20345,8743
7414,4225
23314,11355
17224,6887
12358,5231
47988,533
45970,526
16759,6673
14539,5871
53121,2617
13694,5600
33874,844
44704,1613
30350,728
32701,802
41174,1200
41671,1240
31242,757
3272,3360
36934,478
45709,1698
39196,1064
38086,1013
35302,473
28510,673
31525,765
44504,1600
50760,2299
16754,6670
35404,900
25356,642
35172,891
6759,4105
18150,7355
31549,766
4128,3541
20500,8831
9887,4682
36681,951
48334,1959
5920,3940
47662,530
4985,3739
40313,1125
10279,4754
7514,4241
28366,667
29797,709
39622,491
15505,6210
29897,710
20479,8820
20840,9069
37225,975
47918,1915
46941,1815
46047,1731
8375,583
36505,945
2644,3231
49188,2075
24017,12190
35793,913
1097,2912
11836,5096
41276,503
24739,13084
29237,696
13019,5408
30928,745
20034,421
22073,10096
4826,3704
1390,559
34914,880
33486,828
19948,8496
48321,536
3758,3456
35388,899
6315,4026
50662,544
27585,18429
37547,988
29601,706
29551,705
39402,1076
17817,7181
36466,942
15625,6270
28703,680
48325,536
43276,506
36084,926
31859,776
26763,16582
7002,4155
46499,1778
1811,3054
41044,1187
38930,1053
42455,1316
14511,5861
18067,7294
33197,819
21043,625
37920,485
5266,3795
40008,1107
49796,2163
32242,789
49275,2090
14293,5787
14653,5914
4264,3581
30789,742
39893,1103
52650,2548
27889,655
48720,2012
36507,945
17202,6872
35679,910
41141,1197
9744,4659
16305,6525
6166,3991
33928,844
14554,5880
5222,3782
7785,4285
50871,2313
36749,955
32416,791
12934,5384
19682,623
9682,4649
16530,6606
43365,1408
110,2761
47947,1917
39615,491
33814,842
36687,951
42897,1361
50520,2273
51781,2413
30296,447
41847,1255
7132,4173
38357,1021
42388,1306
22344,10396
32817,805
17053,612
36513,945
38589,1036
30292,447
47933,1915
29642,706
38834,1049
7876,4309
44964,1636
44574,1607
45542,1687
28326,666
31409,764
41290,1210
24441,12696
10436,4785
182,2776
34734,876
28110,663
17319,6944
25981,15185
18272,7421
50261,2236
41526,1235
19431,8080
31313,758
8191,4368
508,2822
49135,2066
13608,5569
13177,5449
15981,6397
50347,2245
14631,5908
41956,505
35731,911
50676,2287
50168,2218
37961,1007
52627,551
38131,1013
292,2797
3707,3450
52366,2503
7789,4287
36195,931
29070,687
30842,743
19761,8333
36958,480
45695,1698
3593,3423
29730,707
34041,850
25340,14042
33364,827
10743,4851
51526,2386
29865,710
35470,901
14443,5832
33533,829
39259,1069
34164,854
48499,1981
9010,4513
33027,814
29549,705
50206,2227
17252,6905
51348,2363
23730,11769
37694,994
46715,1793
18592,7587
43480,1420
39833,1098
32550,799
36658,949
20692,8971
53841,2739
50073,2203
10628,4830
19949,8498
41549,1235
49239,2084
12506,5259
26231,15654
24176,12359
332,2803
9326,4579
11671,5057
14972,6031
32494,796
18696,619
33451,828
40014,1108
274,2793
35264,895
50398,2255
49174,2074
20052,625
31454,765
14321,5801
12522,5262
5011,3745
1639,3017
36197,931
1566,3005
16276,6511
17247,6904
9869,4679
49677,2143
3649,3438
24147,12316
36313,936
48580,1993
3437,3387
23201,11209
47368,1847
50731,2295
48248,1952
25865,14948
42669,1334
42575,1328
13297,5491
5828,3916
44566,1605
53252,2646
52558,2535
11107,4932
45208,1656
16875,6733
19827,8396
42922,1363
40725,1161
2579,3214
25249,13869
46394,1764
30642,735
30550,734
44183,1569
27622,18509
11607,5046
21241,9389
49920,2184
35348,898
20330,8736
42582,1330
28700,680
33135,816
14129,5729
10075,592
14350,5809
42687,1337
20629,8924
8045,582
24164,12339
36597,947
52842,2575
3863,3478
36802,956
15000,6042
23181,11190
2072,3107
11853,5102
42288,505
40783,1168
24915,13363
9951,4696
25951,15124
14163,5746
17047,612
20065,625
3660,3442
12407,5234
14273,5779
38896,1052
35145,890
18011,7286
7143,4177
33416,828
32912,810
51035,2329
32654,802
15665,6283
33019,814
3375,408
24588,12898
2761,3251
51373,2366
2247,3149
39789,1095
12862,5361
39515,1080
49972,541
12913,5376
5157,3769
8435,4407
28449,671
23096,11118
37790,1000
24337,12605
51463,2376
18670,7633
47313,530
15897,6354
48722,2012
1317,2958
35160,891
45104,1648
19732,8299
38696,1041
6329,4029
9433,4591
15655,6278
49252,2086
33850,844
40684,1155
39781,1094
23695,11760
11636,5051
46344,1758
47105,1827
28313,432
21829,9898
23209,11217
13371,419
2710,563
27707,648
37140,972
49028,2053
51209,2352
20205,8644
11032,4919
1603,3011
27422,18027
30559,734
51669,2398
3035,565
13431,5516
36797,956
45651,525
30371,729
47346,1845
31867,776
31803,774
31197,756
36055,924
12110,5166
9588,4629
25894,15025
47537,1871
16825,6710
35646,907
42387,1306
10104,4716
11150,4943
39729,1091
44068,1551
12724,5312
25512,14308
1053,558
26606,16343
5576,3862
949,2889
36520,945
23994,12154
17080,6810
29132,692
39680,1087
26936,16985
1590,3009
2982,3300
19232,7970
37828,1002
35687,911
44470,1594
5071,3750
6366,576
48319,536
30594,734
14061,605
42416,1311
25055,13563
26789,16641
20537,8858
27779,648
15027,6048
33880,844
18184,7372
5739,3892
35947,475
25831,14859
44303,1578
28017,658
13033,600
38800,1046
35632,473
51629,2397
42041,1268
42911,1363
8723,586
45564,1689
44019,1546
17249,6905
48398,1967
24675,13034
22896,10935
45788,1709
37257,977
3882,3484
6687,4102
41126,1196
50886,2316
27211,17535
27062,17179
21130,9292
20798,9032
45067,1643
43536,1427
34267,466
49370,2100
41492,1232
1124,2918
43594,507
22714,10730
38803,1046
44861,1628
14673,5921
39189,1063
22701,630
48918,2041
29824,710
29867,710
34253,856
27822,650
53257,2647
29952,445
38701,1041
30719,738
8409,4403
22968,11019
24333,12596
29390,698
50010,2195
18364,616
11808,5090
10307,4763
585,2835
17372,612
53620,552
9246,4559
31553,766
14828,5973
12796,5335
9006,4513
926,2882
26595,16316
22256,10311
147,2768
11807,5090
34652,872
53035,2604
2522,3203
49645,540
51460,2376
25295,13950
26032,645
36518,945
9452,4596
45391,1667
29580,705
38574,1035
23768,11823
7524,4242
33916,844
53906,2753
30317,726
1572,3006
14474,5842
30760,740
49018,2052
27217,17554
44649,522
52780,2565
31582,767
52132,2467
19647,8258
41561,1237
7027,4158
48856,2033
49763,2160
3780,3461
6328,4029
8331,4395
52508,2527
50399,2255
6583,4078
36944,478
18674,7636
52894,2585
2726,565
50633,402
48419,1971
33901,844
36192,931
8907,4492
49504,2120
15466,6194
27763,648
53496,2683
5747,3894
48047,1926
23961,12098
30626,448
22278,10332
48213,1949
29924,713
49150,2069
28461,672
7064,579
38096,1013
25780,14750
17951,7256
41857,1256
50088,2206
15368,605
35355,898
15537,6225
22691,629
20283,8703
20540,8861
7205,4191
7339,4211
5253,3791
35874,918
681,2850
18044,614
2098,3114
24797,13178
47557,1874
39311,1069
48524,1985
48671,2003
44164,1565
17396,612
25086,13609
40876,1176
45015,1637
1736,561
21063,9240
31900,776
27673,18691
18012,7286
18080,7306
27404,17995
17987,7275
33076,814
48282,1956
23626,11650
42088,1273
51009,2327
46944,1815
40732,1162
23981,12127
34146,854
53449,2675
45187,1656
47185,1837
16810,6704
30551,734
29357,698
2322,3167
21632,9727
998,2897
22317,10357
27548,18320
47708,1884
49098,2063
17141,6841
50197,2226
22853,10888
15269,6130
11010,4916
6483,4058
15280,6132
27294,17765
25224,13825
36781,956
9194,4547
35317,896
47171,1835
45533,1686
28154,665
29599,706
44756,1619
13378,420
50117,2210
23263,11269
50775,2301
32776,803
24023,12196
46596,1786
50917,2318
51980,547
52646,552
16890,6742
1030,2905
11337,4989
47980,532
39883,1103
5034,3749
22903,10945
14848,5979
2530,3205
50952,2322
6246,4008
37217,975
664,2846
36070,924
48985,538
44876,1629
27789,649
51231,2352
21656,9756
11680,5061
22408,10430
52100,2459
30547,734
6939,4140
15880,6352
15484,6202
31762,773
24526,12816
41133,1197
5227,3785
49427,2107
21726,9793
50410,2257
35366,898
45879,1718
24814,13201
24439,12696
2331,3170
47158,1833
38349,1020
30007,716
29110,689
14467,5839
42713,1340
29138,692
6100,3975
38637,489
43504,1422
27316,17837
44591,1607
34067,851
42693,1338
22178,10217
17113,6826
50658,544
28573,675
24857,13263
12217,5196
14448,5832
1288,2952
1670,3025
884,2873
42690,1337
43157,1389
3502,3401
32870,809
24676,13034
7602,4258
18998,7821
23297,11330
23517,11524
40951,1179
17703,612
45182,1656
10993,4914
43608,507
18218,7392
34664,872
29983,716
38609,1040
51801,2415
45176,1655
36168,929
25392,14095
34539,868
48067,1928
40916,1179
44956,1636
11307,4983
29995,716
31332,759
19498,8133
14486,5851
39050,1057
14668,5919
22224,10281
21582,9683
13946,5674
4639,3669
31062,752
32757,803
41566,1238
23399,631
1536,3001
9073,4520
31532,765
31503,765
12365,597
1278,2950
46852,1812
10542,4808
50670,2287
10949,4900
49748,2156
8451,4413
45646,525
52651,2548
8270,4381
27016,17146
25942,15105
37753,998
37980,1008
46912,1814
40145,1116
10454,4788
672,2847
33589,833
43909,512
9478,4604
11500,5019
12892,5372
2476,3192
33147,816
34425,863
45443,1672
32260,789
53500,2685
23388,631
30915,745
43786,1441
12890,5370
47019,1819
23892,11988
27687,18718
25571,14410
18203,7389
32497,796
30887,743
34459,865
31998,776
51426,2373
37154,972
8976,4504
23512,11520
48804,2025
30745,739
34429,863
35252,895
31121,754
11903,5120
37240,975
13075,5412
11100,4931
26787,16632
50213,2229
16112,6441
40129,1115
45427,1669
18083,7308
50388,2251
41866,1257
10883,4879
48463,1976
13983,5694
6383,576
47825,1904
52961,552
40132,1115
821,2865
892,2874
12370,597
34175,854
34736,876
40636,1153
14463,5837
34481,867
10946,4899
29099,689
37035,967
5718,575
37728,995
28516,673
30250,724
39463,1078
27577,18407
15215,6108
37056,968
18110,7328
8690,4459
52945,2593
38252,380
31468,765
46986,1816
18035,614
33588,833
35626,473
37162,972
34024,849
10657,4838
2907,3284
18729,7650
50487,2268
36557,945
22329,10374
31894,776
3120,3325
29695,707
8085,4338
19603,8224
45312,524
51258,2357
47822,1904
7696,4276
18553,7564
18862,7732
23689,11748
28094,663
9580,4627
10613,4828
2528,3205
38582,1035
32865,809
53070,2609
25661,14577
21956,10023
17756,7150
53894,2751
1163,2925
21186,9337
48552,1990
19756,8324
21084,9256
39527,1080
32995,812
19429,8079
10869,4877
11879,5111
52003,2444
9679,4649
20071,8549
43781,1441
35316,896
32302,454
11605,5046
4086,3533
21713,627
5026,3748
23326,11370
13687,5599
43597,507
16437,6564
37161,972
5223,3783
7682,4274
44323,521
45894,1720
30879,743
45859,1715
27522,18254
16817,6708
2135,3123
4896,3720
36274,477
12050,596
46030,1728
53614,552
29151,692
3737,569
31456,765
29016,687
15953,6383
46784,1805
41433,1228
45047,1640
52120,2463
25911,15052
41915,1262
25569,14407
50721,2294
32909,810
48914,2041
25031,641
17871,7211
24249,12459
36111,926
11042,595
49875,2176
18566,7573
15110,6073
19079,7850
34487,867
7278,4200
44830,1624
31677,769
30309,726
26471,16049
31840,775
37944,486
52221,2482
33689,838
53874,2745
8920,4496
45519,1683
15124,6078
14424,5823
48381,1965
17282,6922
44269,1576
10746,4851
36677,950
6065,3966
9694,589
44095,1555
7497,4240
50881,2316
47265,1843
46362,1760
20562,8874
314,2800
28574,675
40453,1140
52951,552
9366,589
24706,639
4672,3671
20571,8886
53437,2673
26874,16804
48828,2029
29210,695
12475,5251
8668,4455
51583,2393
47018,1819
4976,3736
4836,3709
52745,2559
12172,5182
35602,907
42883,1359
37935,486
34798,877
6747,579
31394,764
49200,2079
37907,1007
33693,838
10801,4862
51753,2405
47982,532
22893,10933
50445,2263
42290,505
32223,789
18741,7657
8490,4419
8452,4413
39675,1087
5729,575
11224,4963
3156,3334
24105,12260
7892,4312
11933,5127
47530,1869
20342,8741
7829,4298
14791,5951
7175,4185
37867,1004
46091,1739
47026,1819
15286,6134
46570,1784
11184,4955
40856,1174
24748,13098
44124,1559
11076,4922
22708,630
10458,4788
24258,12468
17624,7096
33929,844
43583,1431
26992,17084
17897,7226
19059,7840
29745,708
45058,1641
49491,2117
2210,3142
9267,4562
43133,1388
29706,707
25132,13687
50102,2207
8718,586
21841,9901
41438,1228
35695,911
43635,1433
28681,678
879,2873
25418,14154
27434,18055
10852,4873
1574,3007
16398,6546
49753,2158
50467,2266
23532,11537
52973,552
35834,915
1985,3095
11429,5002
27929,658
13611,5570
16974,6779
19306,8020
26285,15773
22321,10362
11527,5027
45522,1684
15744,6296
24165,12341
11521,5026
20109,8580
49038,2055
33401,828
5360,3816
5676,3884
30205,723
22306,10350
16780,6684
51011,2327
28659,676
3953,3504
37440,984
15364,605
30713,738
16511,6597
40625,1153
6769,4108
19245,7979
31943,776
16172,6465
1227,2940
3037,565
11948,5132
3789,3463
31970,452
31623,450
41892,1259
35752,911
28755,680
4969,3734
52997,2596
6623,4084
2851,3272
45691,1697
51139,2342
15725,6290
